state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Maharashtra,Nanded,Acid Attack Victim,35-60 Years,3,0,3
Tamil Nadu,Namakkal,Acid Attack Victim,60-80 Years,1,0,1
Assam,Nalbari,Acid Attack Victim,15-35 Years,1,2,3
Assam,Nalbari,Acid Attack Victim,35-60 Years,2,2,4
Bihar,Nalanda,Acid Attack Victim,6-15 Years,3,2,5
Bihar,Nalanda,Acid Attack Victim,15-35 Years,0,2,2
Bihar,Nalanda,Acid Attack Victim,35-60 Years,1,1,2
Bihar,Nalanda,Acid Attack Victim,60-80 Years,1,0,1
Uttarakhand,Nainital,Acid Attack Victim,35-60 Years,2,0,2
Maharashtra,Nagpur,Acid Attack Victim,15-35 Years,1,0,1
Rajasthan,Nagaur,Acid Attack Victim,15-35 Years,0,1,1
Rajasthan,Nagaur,Acid Attack Victim,60-80 Years,1,0,1
Tamil Nadu,Nagapattinam,Acid Attack Victim,15-35 Years,1,1,2
Tamil Nadu,Nagapattinam,Acid Attack Victim,35-60 Years,2,0,2
Assam,Nagaon,Acid Attack Victim,0-6 Years,1,0,1
Assam,Nagaon,Acid Attack Victim,15-35 Years,2,0,2
Assam,Nagaon,Acid Attack Victim,35-60 Years,1,2,3
Odisha,Nabarangpur,Acid Attack Victim,15-35 Years,0,2,2
Karnataka,Mysuru,Acid Attack Victim,15-35 Years,2,1,3
Karnataka,Mysuru,Acid Attack Victim,35-60 Years,1,3,4
Karnataka,Mysuru,Acid Attack Victim,60-80 Years,3,0,3
Bihar,Muzaffarpur,Acid Attack Victim,6-15 Years,0,1,1
Bihar,Muzaffarpur,Acid Attack Victim,15-35 Years,2,1,3
Bihar,Muzaffarpur,Acid Attack Victim,35-60 Years,0,2,2
Uttar Pradesh,Muzaffarnagar,Acid Attack Victim,15-35 Years,5,1,6
Uttar Pradesh,Muzaffarnagar,Acid Attack Victim,35-60 Years,5,2,7
Uttar Pradesh,Muzaffarnagar,Acid Attack Victim,60-80 Years,6,0,6
Bihar,Munger,Acid Attack Victim,35-60 Years,0,1,1
Chhattisgarh,Mungeli,Acid Attack Victim,35-60 Years,2,0,2
Chhattisgarh,Mungeli,Acid Attack Victim,80 Year and above,0,1,1
Maharashtra,Mumbai,Acid Attack Victim,35-60 Years,0,1,1
Madhya Pradesh,Morena,Acid Attack Victim,35-60 Years,1,0,1
Madhya Pradesh,Morena,Acid Attack Victim,60-80 Years,0,1,1
Uttar Pradesh,Moradabad,Acid Attack Victim,15-35 Years,0,1,1
Uttar Pradesh,Moradabad,Acid Attack Victim,35-60 Years,1,0,1
Punjab,Moga,Acid Attack Victim,15-35 Years,1,2,3
Punjab,Moga,Acid Attack Victim,35-60 Years,3,1,4
Punjab,Moga,Acid Attack Victim,60-80 Years,0,1,1
Uttar Pradesh,Mirzapur,Acid Attack Victim,15-35 Years,4,1,5
Uttar Pradesh,Mirzapur,Acid Attack Victim,35-60 Years,7,3,10
Uttar Pradesh,Mirzapur,Acid Attack Victim,60-80 Years,1,0,1
Uttar Pradesh,Meerut,Acid Attack Victim,15-35 Years,6,2,8
Uttar Pradesh,Meerut,Acid Attack Victim,35-60 Years,1,1,2
Uttar Pradesh,Meerut,Acid Attack Victim,60-80 Years,1,0,1
Odisha,Mayurbhanj,Acid Attack Victim,60-80 Years,2,0,2
Tamil Nadu,Mayiladuthurai,Acid Attack Victim,15-35 Years,0,2,2
Uttar Pradesh,Mathura,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Mathura,Acid Attack Victim,15-35 Years,2,1,3
Uttar Pradesh,Mathura,Acid Attack Victim,35-60 Years,1,1,2
Punjab,Mansa,Acid Attack Victim,6-15 Years,0,1,1
Punjab,Mansa,Acid Attack Victim,15-35 Years,2,0,2
Punjab,Mansa,Acid Attack Victim,35-60 Years,2,1,3
Punjab,Mansa,Acid Attack Victim,60-80 Years,1,0,1
Karnataka,Mandya,Acid Attack Victim,15-35 Years,1,1,2
Karnataka,Mandya,Acid Attack Victim,35-60 Years,7,1,8
Karnataka,Mandya,Acid Attack Victim,60-80 Years,2,0,2
Madhya Pradesh,Mandla,Acid Attack Victim,6-15 Years,0,1,1
Madhya Pradesh,Mandla,Acid Attack Victim,35-60 Years,2,0,2
Himachal Pradesh,Mandi,Acid Attack Victim,6-15 Years,2,0,2
Himachal Pradesh,Mandi,Acid Attack Victim,15-35 Years,2,4,6
Himachal Pradesh,Mandi,Acid Attack Victim,35-60 Years,4,5,9
Himachal Pradesh,Mandi,Acid Attack Victim,60-80 Years,3,1,4
Odisha,Malkangiri,Acid Attack Victim,0-6 Years,1,0,1
Odisha,Malkangiri,Acid Attack Victim,35-60 Years,1,1,2
Punjab,Malerkotla,Acid Attack Victim,35-60 Years,1,1,2
Kerala,Malappuram,Acid Attack Victim,15-35 Years,1,0,1
Kerala,Malappuram,Acid Attack Victim,35-60 Years,2,0,2
Kerala,Malappuram,Acid Attack Victim,60-80 Years,2,0,2
Assam,Majuli,Acid Attack Victim,35-60 Years,2,2,4
Uttar Pradesh,Mainpuri,Acid Attack Victim,6-15 Years,1,1,2
Uttar Pradesh,Mainpuri,Acid Attack Victim,15-35 Years,3,3,6
Uttar Pradesh,Mainpuri,Acid Attack Victim,35-60 Years,15,1,16
Uttar Pradesh,Mainpuri,Acid Attack Victim,60-80 Years,1,1,2
Uttar Pradesh,Mahoba,Acid Attack Victim,6-15 Years,0,1,1
Uttar Pradesh,Mahoba,Acid Attack Victim,15-35 Years,16,5,21
Uttar Pradesh,Mahoba,Acid Attack Victim,35-60 Years,31,4,35
Uttar Pradesh,Mahoba,Acid Attack Victim,60-80 Years,11,2,13
Gujarat,Mahisagar,Acid Attack Victim,60-80 Years,1,0,1
Uttar Pradesh,Maharajganj,Acid Attack Victim,0-6 Years,0,1,1
Uttar Pradesh,Maharajganj,Acid Attack Victim,15-35 Years,4,4,8
Uttar Pradesh,Maharajganj,Acid Attack Victim,35-60 Years,1,0,1
Tamil Nadu,Madurai,Acid Attack Victim,35-60 Years,0,2,2
Tamil Nadu,Madurai,Acid Attack Victim,60-80 Years,1,0,1
Bihar,Madhubani,Acid Attack Victim,35-60 Years,6,2,8
Bihar,Madhubani,Acid Attack Victim,60-80 Years,1,0,1
Bihar,Madhepura,Acid Attack Victim,15-35 Years,1,1,2
Bihar,Madhepura,Acid Attack Victim,35-60 Years,11,2,13
Bihar,Madhepura,Acid Attack Victim,60-80 Years,1,1,2
Punjab,Ludhiana,Acid Attack Victim,6-15 Years,2,1,3
Punjab,Ludhiana,Acid Attack Victim,15-35 Years,4,8,12
Punjab,Ludhiana,Acid Attack Victim,35-60 Years,8,8,16
Punjab,Ludhiana,Acid Attack Victim,60-80 Years,5,2,7
Punjab,Ludhiana,Acid Attack Victim,80 Year and above,1,0,1
Uttar Pradesh,Lucknow,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Lucknow,Acid Attack Victim,15-35 Years,7,5,12
Uttar Pradesh,Lucknow,Acid Attack Victim,35-60 Years,16,8,24
Uttar Pradesh,Lucknow,Acid Attack Victim,60-80 Years,4,0,4
Jharkhand,Lohardaga,Acid Attack Victim,6-15 Years,0,1,1
Jharkhand,Lohardaga,Acid Attack Victim,15-35 Years,4,0,4
Jharkhand,Lohardaga,Acid Attack Victim,35-60 Years,1,0,1
Jharkhand,Lohardaga,Acid Attack Victim,60-80 Years,1,2,3
Maharashtra,Latur,Acid Attack Victim,15-35 Years,0,1,1
Maharashtra,Latur,Acid Attack Victim,35-60 Years,1,0,1
Jharkhand,Latehar,Acid Attack Victim,15-35 Years,0,1,1
Uttar Pradesh,Lalitpur,Acid Attack Victim,15-35 Years,3,0,3
Uttar Pradesh,Lalitpur,Acid Attack Victim,35-60 Years,1,0,1
Uttar Pradesh,Lalitpur,Acid Attack Victim,60-80 Years,1,0,1
Bihar,Lakhisarai,Acid Attack Victim,6-15 Years,1,0,1
Bihar,Lakhisarai,Acid Attack Victim,35-60 Years,2,0,2
Assam,Lakhimpur,Acid Attack Victim,6-15 Years,0,1,1
Assam,Lakhimpur,Acid Attack Victim,15-35 Years,1,0,1
Assam,Lakhimpur,Acid Attack Victim,35-60 Years,1,0,1
Uttar Pradesh,Kushi Nagar,Acid Attack Victim,6-15 Years,2,0,2
Uttar Pradesh,Kushi Nagar,Acid Attack Victim,15-35 Years,4,1,5
Uttar Pradesh,Kushi Nagar,Acid Attack Victim,35-60 Years,6,1,7
Uttar Pradesh,Kushi Nagar,Acid Attack Victim,60-80 Years,3,0,3
Haryana,Kurukshetra,Acid Attack Victim,15-35 Years,0,1,1
Jammu And Kashmir,Kupwara,Acid Attack Victim,35-60 Years,1,0,1
Tamil Nadu,Krishnagiri,Acid Attack Victim,6-15 Years,0,1,1
Tamil Nadu,Krishnagiri,Acid Attack Victim,15-35 Years,8,4,12
Tamil Nadu,Krishnagiri,Acid Attack Victim,35-60 Years,12,7,19
Tamil Nadu,Krishnagiri,Acid Attack Victim,60-80 Years,5,2,7
Andhra Pradesh,Krishna,Acid Attack Victim,15-35 Years,1,0,1
Kerala,Kozhikode,Acid Attack Victim,15-35 Years,2,0,2
Kerala,Kozhikode,Acid Attack Victim,35-60 Years,5,1,6
Kerala,Kozhikode,Acid Attack Victim,60-80 Years,1,0,1
Rajasthan,Kota,Acid Attack Victim,35-60 Years,0,1,1
Chhattisgarh,Korea,Acid Attack Victim,35-60 Years,0,1,1
Odisha,Koraput,Acid Attack Victim,15-35 Years,0,2,2
Karnataka,Koppal,Acid Attack Victim,15-35 Years,2,0,2
Karnataka,Koppal,Acid Attack Victim,35-60 Years,4,0,4
Chhattisgarh,Kondagaon,Acid Attack Victim,6-15 Years,2,0,2
Chhattisgarh,Kondagaon,Acid Attack Victim,15-35 Years,2,2,4
Chhattisgarh,Kondagaon,Acid Attack Victim,35-60 Years,1,0,1
Kerala,Kollam,Acid Attack Victim,15-35 Years,1,0,1
Maharashtra,Kolhapur,Acid Attack Victim,15-35 Years,0,2,2
Maharashtra,Kolhapur,Acid Attack Victim,35-60 Years,3,0,3
Karnataka,Kolar,Acid Attack Victim,6-15 Years,1,0,1
Karnataka,Kolar,Acid Attack Victim,15-35 Years,3,2,5
Karnataka,Kolar,Acid Attack Victim,35-60 Years,4,5,9
Karnataka,Kolar,Acid Attack Victim,60-80 Years,2,0,2
Assam,Kokrajhar,Acid Attack Victim,35-60 Years,0,1,1
Nagaland,Kohima,Acid Attack Victim,6-15 Years,1,0,1
Nagaland,Kohima,Acid Attack Victim,80 Year and above,1,0,1
Jharkhand,Koderma,Acid Attack Victim,15-35 Years,0,1,1
Jharkhand,Koderma,Acid Attack Victim,35-60 Years,1,0,1
Karnataka,Kodagu,Acid Attack Victim,15-35 Years,0,2,2
Karnataka,Kodagu,Acid Attack Victim,35-60 Years,1,3,4
Jammu And Kashmir,Kishtwar,Acid Attack Victim,6-15 Years,1,0,1
Jammu And Kashmir,Kishtwar,Acid Attack Victim,15-35 Years,0,1,1
Bihar,Kishanganj,Acid Attack Victim,15-35 Years,5,3,8
Bihar,Kishanganj,Acid Attack Victim,35-60 Years,1,0,1
Jharkhand,Khunti,Acid Attack Victim,6-15 Years,1,0,1
Jharkhand,Khunti,Acid Attack Victim,15-35 Years,4,0,4
Jharkhand,Khunti,Acid Attack Victim,35-60 Years,4,2,6
Jharkhand,Khunti,Acid Attack Victim,60-80 Years,1,0,1
Odisha,Khordha,Acid Attack Victim,15-35 Years,1,0,1
Odisha,Khordha,Acid Attack Victim,35-60 Years,0,1,1
Odisha,Khordha,Acid Attack Victim,60-80 Years,1,0,1
Uttar Pradesh,Kheri,Acid Attack Victim,6-15 Years,2,0,2
Uttar Pradesh,Kheri,Acid Attack Victim,15-35 Years,15,5,20
Uttar Pradesh,Kheri,Acid Attack Victim,35-60 Years,32,6,38
Uttar Pradesh,Kheri,Acid Attack Victim,60-80 Years,5,2,7
Madhya Pradesh,Khargone,Acid Attack Victim,0-6 Years,1,0,1
Madhya Pradesh,Khargone,Acid Attack Victim,6-15 Years,1,0,1
Madhya Pradesh,Khargone,Acid Attack Victim,15-35 Years,8,8,16
Madhya Pradesh,Khargone,Acid Attack Victim,35-60 Years,3,2,5
Madhya Pradesh,Khargone,Acid Attack Victim,60-80 Years,0,1,1
Bihar,Khagaria,Acid Attack Victim,35-60 Years,4,0,4
Odisha,Kendujhar,Acid Attack Victim,35-60 Years,1,0,1
Odisha,Kendrapara,Acid Attack Victim,60-80 Years,2,0,2
Uttar Pradesh,Kaushambi,Acid Attack Victim,15-35 Years,3,0,3
Uttar Pradesh,Kaushambi,Acid Attack Victim,35-60 Years,2,0,2
Uttar Pradesh,Kaushambi,Acid Attack Victim,60-80 Years,1,0,1
Madhya Pradesh,Katni,Acid Attack Victim,6-15 Years,1,0,1
Madhya Pradesh,Katni,Acid Attack Victim,15-35 Years,9,4,13
Madhya Pradesh,Katni,Acid Attack Victim,35-60 Years,11,6,17
Madhya Pradesh,Katni,Acid Attack Victim,60-80 Years,1,3,4
Madhya Pradesh,Katni,Acid Attack Victim,80 Year and above,0,1,1
Bihar,Katihar,Acid Attack Victim,15-35 Years,1,1,2
Bihar,Katihar,Acid Attack Victim,35-60 Years,1,1,2
Jammu And Kashmir,Kathua,Acid Attack Victim,6-15 Years,1,0,1
Jammu And Kashmir,Kathua,Acid Attack Victim,15-35 Years,8,2,10
Jammu And Kashmir,Kathua,Acid Attack Victim,35-60 Years,7,2,9
Jammu And Kashmir,Kathua,Acid Attack Victim,60-80 Years,2,0,2
Uttar Pradesh,Kasganj,Acid Attack Victim,15-35 Years,13,1,14
Uttar Pradesh,Kasganj,Acid Attack Victim,35-60 Years,8,3,11
Uttar Pradesh,Kasganj,Acid Attack Victim,60-80 Years,3,0,3
Tamil Nadu,Karur,Acid Attack Victim,35-60 Years,2,1,3
Assam,Karimganj,Acid Attack Victim,15-35 Years,0,2,2
Assam,Karimganj,Acid Attack Victim,35-60 Years,1,1,2
Assam,Karimganj,Acid Attack Victim,60-80 Years,0,1,1
Ladakh,Kargil,Acid Attack Victim,15-35 Years,1,0,1
Punjab,Kapurthala,Acid Attack Victim,6-15 Years,0,1,1
Punjab,Kapurthala,Acid Attack Victim,15-35 Years,0,1,1
Punjab,Kapurthala,Acid Attack Victim,35-60 Years,0,2,2
Uttar Pradesh,Kanpur Nagar,Acid Attack Victim,15-35 Years,6,2,8
Uttar Pradesh,Kanpur Nagar,Acid Attack Victim,35-60 Years,10,2,12
Uttar Pradesh,Kanpur Nagar,Acid Attack Victim,60-80 Years,3,0,3
Uttar Pradesh,Kanpur Dehat,Acid Attack Victim,15-35 Years,2,0,2
Uttar Pradesh,Kanpur Dehat,Acid Attack Victim,35-60 Years,9,2,11
Uttar Pradesh,Kanpur Dehat,Acid Attack Victim,60-80 Years,2,0,2
Tamil Nadu,Kanniyakumari,Acid Attack Victim,35-60 Years,1,2,3
Uttar Pradesh,Kannauj,Acid Attack Victim,15-35 Years,1,2,3
Chhattisgarh,Kanker,Acid Attack Victim,15-35 Years,0,1,1
Himachal Pradesh,Kangra,Acid Attack Victim,35-60 Years,2,1,3
Himachal Pradesh,Kangra,Acid Attack Victim,60-80 Years,1,2,3
Manipur,Kangpokpi,Acid Attack Victim,35-60 Years,0,1,1
Odisha,Kandhamal,Acid Attack Victim,35-60 Years,1,0,1
Tamil Nadu,Kanchipuram,Acid Attack Victim,35-60 Years,3,1,4
Tamil Nadu,Kanchipuram,Acid Attack Victim,60-80 Years,2,0,2
Assam,Kamrup,Acid Attack Victim,15-35 Years,1,0,1
Assam,Kamrup,Acid Attack Victim,35-60 Years,1,1,2
Tamil Nadu,Kallakurichi,Acid Attack Victim,15-35 Years,0,2,2
Tamil Nadu,Kallakurichi,Acid Attack Victim,35-60 Years,1,2,3
Odisha,Kalahandi,Acid Attack Victim,15-35 Years,2,0,2
Odisha,Kalahandi,Acid Attack Victim,35-60 Years,1,0,1
Karnataka,Kalaburagi,Acid Attack Victim,15-35 Years,5,4,9
Karnataka,Kalaburagi,Acid Attack Victim,35-60 Years,6,2,8
Karnataka,Kalaburagi,Acid Attack Victim,60-80 Years,1,0,1
Haryana,Kaithal,Acid Attack Victim,35-60 Years,2,0,2
Bihar,Kaimur (Bhabua),Acid Attack Victim,6-15 Years,0,2,2
Bihar,Kaimur (Bhabua),Acid Attack Victim,15-35 Years,9,2,11
Bihar,Kaimur (Bhabua),Acid Attack Victim,35-60 Years,4,8,12
Bihar,Kaimur (Bhabua),Acid Attack Victim,60-80 Years,2,3,5
Gujarat,Junagadh,Acid Attack Victim,35-60 Years,3,2,5
Gujarat,Junagadh,Acid Attack Victim,60-80 Years,1,0,1
Assam,Jorhat,Acid Attack Victim,15-35 Years,1,0,1
Rajasthan,Jodhpur,Acid Attack Victim,15-35 Years,1,0,1
Rajasthan,Jodhpur,Acid Attack Victim,35-60 Years,0,1,1
Rajasthan,Jhunjhunu,Acid Attack Victim,15-35 Years,1,1,2
Rajasthan,Jhunjhunu,Acid Attack Victim,60-80 Years,0,1,1
Odisha,Jharsuguda,Acid Attack Victim,15-35 Years,1,2,3
Odisha,Jharsuguda,Acid Attack Victim,35-60 Years,1,0,1
Uttar Pradesh,Jhansi,Acid Attack Victim,15-35 Years,3,0,3
Uttar Pradesh,Jhansi,Acid Attack Victim,35-60 Years,3,0,3
Uttar Pradesh,Jhansi,Acid Attack Victim,60-80 Years,2,0,2
Rajasthan,Jhalawar,Acid Attack Victim,15-35 Years,0,1,1
Rajasthan,Jhalawar,Acid Attack Victim,35-60 Years,4,1,5
Haryana,Jhajjar,Acid Attack Victim,15-35 Years,0,2,2
Haryana,Jhajjar,Acid Attack Victim,35-60 Years,1,0,1
Madhya Pradesh,Jhabua,Acid Attack Victim,15-35 Years,10,5,15
Madhya Pradesh,Jhabua,Acid Attack Victim,35-60 Years,8,6,14
Madhya Pradesh,Jhabua,Acid Attack Victim,60-80 Years,1,0,1
Bihar,Jehanabad,Acid Attack Victim,15-35 Years,6,6,12
Bihar,Jehanabad,Acid Attack Victim,35-60 Years,5,1,6
Bihar,Jehanabad,Acid Attack Victim,60-80 Years,2,0,2
Uttar Pradesh,Jaunpur,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Jaunpur,Acid Attack Victim,15-35 Years,5,2,7
Uttar Pradesh,Jaunpur,Acid Attack Victim,35-60 Years,9,2,11
Uttar Pradesh,Jaunpur,Acid Attack Victim,60-80 Years,3,0,3
Uttar Pradesh,Jaunpur,Acid Attack Victim,80 Year and above,1,0,1
Chhattisgarh,Jashpur,Acid Attack Victim,35-60 Years,1,0,1
Bihar,Jamui,Acid Attack Victim,6-15 Years,1,0,1
Bihar,Jamui,Acid Attack Victim,15-35 Years,3,4,7
Bihar,Jamui,Acid Attack Victim,35-60 Years,1,4,5
Bihar,Jamui,Acid Attack Victim,60-80 Years,2,0,2
Jammu And Kashmir,Jammu,Acid Attack Victim,15-35 Years,2,1,3
Jammu And Kashmir,Jammu,Acid Attack Victim,35-60 Years,5,5,10
Jammu And Kashmir,Jammu,Acid Attack Victim,60-80 Years,1,1,2
Rajasthan,Jalore,Acid Attack Victim,15-35 Years,1,0,1
Rajasthan,Jalore,Acid Attack Victim,35-60 Years,3,0,3
Rajasthan,Jalore,Acid Attack Victim,60-80 Years,1,0,1
Maharashtra,Jalna,Acid Attack Victim,15-35 Years,2,0,2
Maharashtra,Jalna,Acid Attack Victim,35-60 Years,3,0,3
Maharashtra,Jalna,Acid Attack Victim,60-80 Years,0,1,1
Maharashtra,Jalgaon,Acid Attack Victim,35-60 Years,1,0,1
Uttar Pradesh,Jalaun,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Jalaun,Acid Attack Victim,15-35 Years,3,2,5
Uttar Pradesh,Jalaun,Acid Attack Victim,35-60 Years,8,3,11
Uttar Pradesh,Jalaun,Acid Attack Victim,60-80 Years,2,0,2
Punjab,Jalandhar,Acid Attack Victim,15-35 Years,1,0,1
Punjab,Jalandhar,Acid Attack Victim,35-60 Years,2,1,3
Odisha,Jajapur,Acid Attack Victim,15-35 Years,1,1,2
Odisha,Jajapur,Acid Attack Victim,35-60 Years,2,0,2
Odisha,Jajapur,Acid Attack Victim,60-80 Years,1,0,1
Rajasthan,Jaipur,Acid Attack Victim,15-35 Years,1,1,2
Rajasthan,Jaipur,Acid Attack Victim,35-60 Years,3,1,4
Madhya Pradesh,Jabalpur,Acid Attack Victim,15-35 Years,4,1,5
Madhya Pradesh,Jabalpur,Acid Attack Victim,35-60 Years,6,1,7
Madhya Pradesh,Indore,Acid Attack Victim,15-35 Years,3,1,4
Madhya Pradesh,Indore,Acid Attack Victim,35-60 Years,2,0,2
Kerala,Idukki,Acid Attack Victim,15-35 Years,1,0,1
Kerala,Idukki,Acid Attack Victim,35-60 Years,1,0,1
Punjab,Hoshiarpur,Acid Attack Victim,15-35 Years,2,0,2
Punjab,Hoshiarpur,Acid Attack Victim,35-60 Years,3,2,5
Punjab,Hoshiarpur,Acid Attack Victim,60-80 Years,3,0,3
Assam,Hojai,Acid Attack Victim,15-35 Years,0,1,1
Assam,Hojai,Acid Attack Victim,35-60 Years,1,1,2
Haryana,Hisar,Acid Attack Victim,15-35 Years,1,0,1
Haryana,Hisar,Acid Attack Victim,35-60 Years,0,1,1
Jharkhand,Hazaribagh,Acid Attack Victim,6-15 Years,1,0,1
Jharkhand,Hazaribagh,Acid Attack Victim,15-35 Years,3,2,5
Jharkhand,Hazaribagh,Acid Attack Victim,35-60 Years,1,2,3
Jharkhand,Hazaribagh,Acid Attack Victim,60-80 Years,2,0,2
Karnataka,Haveri,Acid Attack Victim,0-6 Years,1,0,1
Karnataka,Haveri,Acid Attack Victim,15-35 Years,3,5,8
Karnataka,Haveri,Acid Attack Victim,35-60 Years,12,3,15
Karnataka,Haveri,Acid Attack Victim,60-80 Years,3,0,3
Uttar Pradesh,Hathras,Acid Attack Victim,15-35 Years,2,0,2
Uttar Pradesh,Hathras,Acid Attack Victim,60-80 Years,1,1,2
Karnataka,Hassan,Acid Attack Victim,15-35 Years,2,0,2
Karnataka,Hassan,Acid Attack Victim,35-60 Years,3,10,13
Karnataka,Hassan,Acid Attack Victim,60-80 Years,0,1,1
Uttarakhand,Haridwar,Acid Attack Victim,15-35 Years,2,0,2
Uttarakhand,Haridwar,Acid Attack Victim,35-60 Years,2,0,2
Uttar Pradesh,Hardoi,Acid Attack Victim,15-35 Years,10,0,10
Uttar Pradesh,Hardoi,Acid Attack Victim,35-60 Years,20,4,24
Uttar Pradesh,Hardoi,Acid Attack Victim,60-80 Years,6,2,8
Uttar Pradesh,Hardoi,Acid Attack Victim,80 Year and above,1,0,1
Uttar Pradesh,Hapur,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Hapur,Acid Attack Victim,15-35 Years,3,0,3
Uttar Pradesh,Hapur,Acid Attack Victim,35-60 Years,4,0,4
Rajasthan,Hanumangarh,Acid Attack Victim,6-15 Years,1,0,1
Rajasthan,Hanumangarh,Acid Attack Victim,15-35 Years,2,0,2
Rajasthan,Hanumangarh,Acid Attack Victim,35-60 Years,0,2,2
Uttar Pradesh,Hamirpur,Acid Attack Victim,15-35 Years,1,1,2
Uttar Pradesh,Hamirpur,Acid Attack Victim,35-60 Years,2,1,3
Uttar Pradesh,Hamirpur,Acid Attack Victim,60-80 Years,1,0,1
Madhya Pradesh,Gwalior,Acid Attack Victim,15-35 Years,2,1,3
Madhya Pradesh,Gwalior,Acid Attack Victim,60-80 Years,1,0,1
Punjab,Gurdaspur,Acid Attack Victim,15-35 Years,0,2,2
Punjab,Gurdaspur,Acid Attack Victim,35-60 Years,2,2,4
Punjab,Gurdaspur,Acid Attack Victim,60-80 Years,1,0,1
Andhra Pradesh,Guntur,Acid Attack Victim,15-35 Years,1,0,1
Madhya Pradesh,Guna,Acid Attack Victim,15-35 Years,0,1,1
Jharkhand,Gumla,Acid Attack Victim,6-15 Years,1,0,1
Jharkhand,Gumla,Acid Attack Victim,15-35 Years,11,4,15
Jharkhand,Gumla,Acid Attack Victim,35-60 Years,10,1,11
Jharkhand,Gumla,Acid Attack Victim,60-80 Years,6,1,7
Uttar Pradesh,Gorakhpur,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Gorakhpur,Acid Attack Victim,15-35 Years,3,1,4
Uttar Pradesh,Gorakhpur,Acid Attack Victim,35-60 Years,11,3,14
Uttar Pradesh,Gorakhpur,Acid Attack Victim,60-80 Years,0,1,1
Bihar,Gopalganj,Acid Attack Victim,35-60 Years,1,0,1
Uttar Pradesh,Gonda,Acid Attack Victim,15-35 Years,12,3,15
Uttar Pradesh,Gonda,Acid Attack Victim,35-60 Years,15,4,19
Uttar Pradesh,Gonda,Acid Attack Victim,60-80 Years,4,0,4
Assam,Golaghat,Acid Attack Victim,35-60 Years,1,1,2
Jharkhand,Godda,Acid Attack Victim,6-15 Years,0,1,1
Jharkhand,Godda,Acid Attack Victim,15-35 Years,2,6,8
Jharkhand,Godda,Acid Attack Victim,35-60 Years,6,2,8
Jharkhand,Godda,Acid Attack Victim,60-80 Years,1,1,2
Jharkhand,Godda,Acid Attack Victim,80 Year and above,0,1,1
Assam,Goalpara,Acid Attack Victim,6-15 Years,1,0,1
Assam,Goalpara,Acid Attack Victim,15-35 Years,2,1,3
Assam,Goalpara,Acid Attack Victim,35-60 Years,5,1,6
Assam,Goalpara,Acid Attack Victim,60-80 Years,2,1,3
Assam,Goalpara,Acid Attack Victim,80 Year and above,1,0,1
Jharkhand,Giridih,Acid Attack Victim,6-15 Years,1,2,3
Jharkhand,Giridih,Acid Attack Victim,15-35 Years,1,3,4
Jharkhand,Giridih,Acid Attack Victim,35-60 Years,0,1,1
Jharkhand,Giridih,Acid Attack Victim,60-80 Years,1,0,1
Uttar Pradesh,Ghazipur,Acid Attack Victim,15-35 Years,1,2,3
Uttar Pradesh,Ghazipur,Acid Attack Victim,35-60 Years,4,0,4
Uttar Pradesh,Ghazipur,Acid Attack Victim,60-80 Years,1,0,1
Uttar Pradesh,Ghaziabad,Acid Attack Victim,15-35 Years,1,3,4
Uttar Pradesh,Ghaziabad,Acid Attack Victim,35-60 Years,2,1,3
Bihar,Gaya,Acid Attack Victim,6-15 Years,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,Acid Attack Victim,15-35 Years,0,1,1
Uttar Pradesh,Gautam Buddha Nagar,Acid Attack Victim,35-60 Years,3,0,3
Chhattisgarh,Gariyaband,Acid Attack Victim,15-35 Years,1,1,2
Jharkhand,Garhwa,Acid Attack Victim,6-15 Years,5,0,5
Jharkhand,Garhwa,Acid Attack Victim,15-35 Years,19,4,23
Jharkhand,Garhwa,Acid Attack Victim,35-60 Years,14,9,23
Jharkhand,Garhwa,Acid Attack Victim,60-80 Years,8,3,11
Jharkhand,Garhwa,Acid Attack Victim,80 Year and above,1,0,1
Odisha,Ganjam,Acid Attack Victim,6-15 Years,0,1,1
Odisha,Ganjam,Acid Attack Victim,15-35 Years,0,1,1
Odisha,Ganjam,Acid Attack Victim,35-60 Years,0,1,1
Rajasthan,Ganganagar,Acid Attack Victim,35-60 Years,0,1,1
Maharashtra,Gadchiroli,Acid Attack Victim,6-15 Years,0,1,1
Maharashtra,Gadchiroli,Acid Attack Victim,15-35 Years,0,1,1
Karnataka,Gadag,Acid Attack Victim,15-35 Years,2,1,3
Karnataka,Gadag,Acid Attack Victim,35-60 Years,2,2,4
Karnataka,Gadag,Acid Attack Victim,60-80 Years,3,0,3
Uttar Pradesh,Firozabad,Acid Attack Victim,15-35 Years,2,3,5
Uttar Pradesh,Firozabad,Acid Attack Victim,35-60 Years,7,2,9
Uttar Pradesh,Firozabad,Acid Attack Victim,60-80 Years,2,0,2
